Retailer,Retailer ID,Invoice Date ,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1189833,27-02-2020,Midwest,Montana,Billings,Women's Apparel,59,122,720,288,Online
Sports Direct,1197831,08-04-2020,South,Tennessee,Knoxville,Women's Street Footwear,32,122,390,187,Online
Foot Locker,1185732,21-05-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38,122,464,250,Online
Amazon,1185732,21-05-2020,Northeast,Maine,Portland,Men's Street Footwear,37,122,451,217,Online
Amazon,1185732,26-06-2020,Northeast,Maine,Portland,Men's Street Footwear,53,122,647,310,Online
Sports Direct,1185732,19-04-2020,Southeast,Virginia,Richmond,Men's Apparel,43,122,525,273,Online
West Gear,1185732,29-04-2020,West,Utah,Salt Lake City,Men's Athletic Footwear,23,122,281,126,Online
West Gear,1128299,05-09-2021,West,Oregon,Portland,Men's Street Footwear,46,122,561,253,Online
West Gear,1128299,27-09-2020,West,Oregon,Portland,Men's Athletic Footwear,51,122,622,286,Online
West Gear,1128299,21-04-2020,West,Oregon,Portland,Women's Apparel,41,122,500,240,Online
Sports Direct,1197831,25-11-2021,West,Idaho,Boise,Women's Athletic Footwear,54,122,659,402,Online
Amazon,1185732,07-10-2021,Midwest,Ohio,Columbus,Men's Apparel,41,122,500,230,Online
Amazon,1185732,10-04-2020,Midwest,Ohio,Columbus,Men's Apparel,32,122,390,187,Online
Walmart,1185732,04-08-2020,South,Mississippi,Jackson,Men's Apparel,46,122,561,253,Online
Sports Direct,1197831,25-07-2020,South,Mississippi,Jackson,Women's Apparel,23,122,281,146,Online
Foot Locker,1197831,29-10-2021,Midwest,Kansas,Wichita,Men's Street Footwear,23,122,281,132,Online
West Gear,1185732,08-11-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,18,122,220,90,Online
Foot Locker,1185732,22-04-2021,Northeast,West Virginia,Charleston,Women's Apparel,68,122,830,456,Online
Foot Locker,1185732,10-04-2020,Northeast,Maryland,Baltimore,Men's Street Footwear,57,122,695,348,Online
Foot Locker,1185732,14-01-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,49,122,598,299,Online
Foot Locker,1185732,21-05-2020,Midwest,Illinois,Chicago,Women's Apparel,54,120,648,395,Online
Foot Locker,1185732,01-11-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,120,588,412,Online
West Gear,1128299,14-02-2021,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,600,240,Online
West Gear,1128299,05-02-2021,West,Nevada,Las Vegas,Women's Street Footwear,61,120,732,388,Online
West Gear,1128299,01-03-2021,West,Nevada,Las Vegas,Men's Apparel,67,120,804,490,Online
West Gear,1128299,26-10-2021,West,Colorado,Denver,Men's Apparel,74,120,888,613,Online
West Gear,1128299,16-09-2020,West,Washington,Seattle,Women's Street Footwear,74,120,888,346,Online
West Gear,1128299,06-03-2021,West,Washington,Seattle,Women's Street Footwear,61,120,732,278,Online
Foot Locker,1185732,28-03-2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36,120,432,203,Online
Kohl's,1189833,09-03-2021,Midwest,Montana,Billings,Women's Street Footwear,44,120,528,317,Online
Kohl's,1189833,23-01-2021,Midwest,Montana,Billings,Men's Apparel,53,120,636,464,Online
Sports Direct,1197831,23-05-2021,South,Tennessee,Knoxville,Men's Apparel,47,120,564,288,Online
Foot Locker,1185732,06-10-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36,120,432,229,Online
Sports Direct,1197831,20-12-2021,South,Alabama,Birmingham,Men's Apparel,49,120,588,318,Online
Amazon,1185732,26-06-2020,Northeast,Maine,Portland,Men's Street Footwear,55,120,660,330,Online
Walmart,1128299,22-10-2021,Southeast,Florida,Orlando,Women's Street Footwear,66,120,792,325,Online
Sports Direct,1185732,13-02-2021,Midwest,Michigan,Detroit,Men's Apparel,45,120,540,270,Online
Sports Direct,1185732,23-08-2021,Midwest,Michigan,Detroit,Women's Street Footwear,43,120,516,232,Online
Foot Locker,1185732,04-03-2020,Midwest,Missouri,St. Louis,Women's Apparel,28,120,336,212,Online
Foot Locker,1185732,19-04-2020,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,384,177,Online
West Gear,1185732,29-09-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,384,180,Online
West Gear,1185732,04-06-2021,West,Utah,Salt Lake City,Women's Apparel,44,120,528,343,Online
West Gear,1185732,19-06-2021,West,Utah,Salt Lake City,Women's Apparel,24,120,288,184,Online
West Gear,1128299,02-02-2021,West,Oregon,Portland,Women's Street Footwear,41,120,492,256,Online
West Gear,1197831,17-06-2021,West,Idaho,Boise,Men's Apparel,47,120,564,226,Online
Foot Locker,1128299,09-01-2020,West,Arizona,Phoenix,Women's Street Footwear,50,120,600,282,Online
Sports Direct,1128299,22-04-2021,Southeast,Georgia,Atlanta,Women's Apparel,64,120,768,307,Online
Sports Direct,1128299,23-02-2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,120,588,300,Online
Sports Direct,1128299,04-07-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43,120,516,279,Online
Amazon,1185732,26-11-2021,Southeast,Kentucky,Louisville,Women's Apparel,51,120,612,330,Online
Sports Direct,1197831,08-10-2020,South,Mississippi,Jackson,Women's Street Footwear,14,120,168,84,Online
West Gear,1197831,16-08-2020,South,Arkansas,Little Rock,Women's Athletic Footwear,57,120,684,349,Online
Foot Locker,1197831,16-03-2020,Midwest,Kansas,Wichita,Men's Athletic Footwear,59,120,708,354,Online
Foot Locker,1185732,03-04-2020,Midwest,North Dakota,Fargo,Men's Street Footwear,49,120,588,294,Online
West Gear,1185732,09-06-2020,Midwest,Indiana,Indianapolis,Women's Apparel,62,120,744,372,Online
Foot Locker,1185732,05-07-2020,Northeast,Delaware,Wilmington,Men's Athletic Footwear,48,120,576,259,Online
Foot Locker,1185732,15-03-2020,Northeast,Delaware,Wilmington,Women's Apparel,59,120,708,368,Online
Kohl's,1185732,30-09-2020,Northeast,New Jersey,Newark,Women's Apparel,50,120,600,300,Online
Sports Direct,1185732,15-11-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,57,120,684,308,Online
Amazon,1185732,25-02-2021,Northeast,Vermont,Burlington,Women's Apparel,60,120,720,374,Online
West Gear,1128299,07-12-2020,West,Nevada,Las Vegas,Women's Street Footwear,47,120,564,254,Outlet
West Gear,1128299,17-09-2021,West,Nevada,Las Vegas,Men's Athletic Footwear,43,120,516,181,Outlet
West Gear,1128299,11-02-2020,West,Nevada,Las Vegas,Women's Apparel,53,120,636,140,Outlet
Sports Direct,1197831,25-11-2021,South,Tennessee,Knoxville,Men's Apparel,39,120,468,201,Outlet
Sports Direct,1197831,13-12-2020,South,Alabama,Birmingham,Women's Apparel,26,120,312,206,Outlet
Walmart,1128299,10-12-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,40,120,480,168,Outlet
West Gear,1185732,22-11-2021,West,Utah,Salt Lake City,Men's Apparel,28,120,336,141,Outlet
West Gear,1128299,28-06-2021,West,Oregon,Portland,Men's Street Footwear,28,120,336,141,Outlet
West Gear,1128299,24-03-2020,South,Louisiana,New Orleans,Men's Athletic Footwear,38,120,456,201,Outlet
West Gear,1128299,25-10-2020,South,Louisiana,New Orleans,Women's Street Footwear,39,120,468,211,Outlet
West Gear,1128299,03-11-2020,South,Louisiana,New Orleans,Women's Street Footwear,40,120,480,202,Outlet
West Gear,1128299,01-10-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,31,120,372,160,Outlet
West Gear,1197831,24-04-2020,West,Idaho,Boise,Men's Apparel,34,120,408,143,Outlet
Foot Locker,1128299,12-09-2020,West,Arizona,Phoenix,Women's Athletic Footwear,43,120,516,217,Outlet
Kohl's,1128299,13-03-2021,West,New Mexico,Albuquerque,Women's Street Footwear,34,120,408,163,Outlet
Sports Direct,1128299,31-01-2021,West,New Mexico,Albuquerque,Women's Street Footwear,28,120,336,138,Outlet
Sports Direct,1128299,21-11-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,120,420,193,Outlet
Foot Locker,1128299,13-06-2020,Southeast,Georgia,Atlanta,Men's Apparel,44,120,528,201,Outlet
Walmart,1185732,19-06-2020,South,Mississippi,Jackson,Women's Athletic Footwear,16,120,192,86,Outlet
Walmart,1185732,03-02-2020,South,Mississippi,Jackson,Women's Street Footwear,19,120,228,107,Outlet
Walmart,1197831,03-03-2021,South,Arkansas,Little Rock,Women's Apparel,24,120,288,127,Outlet
Walmart,1197831,29-05-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,35,120,420,181,Outlet
Sports Direct,1185732,15-01-2020,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,120,456,192,Outlet
Foot Locker,1185732,19-03-2020,Northeast,Connecticut,Hartford,Women's Apparel,52,120,624,231,Outlet
Sports Direct,1185732,11-12-2020,Northeast,Massachusetts,Boston,Women's Apparel,47,120,564,197,Outlet
Amazon,1185732,17-03-2020,Northeast,Massachusetts,Boston,Men's Street Footwear,49,120,588,206,Outlet
Amazon,1185732,09-04-2021,Northeast,Vermont,Burlington,Women's Apparel,47,120,564,259,Outlet
Amazon,1185732,07-08-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,44,120,528,264,Outlet
Foot Locker,1185732,05-09-2020,Northeast,New Hampshire,Manchester,Women's Apparel,61,120,732,300,Outlet
Kohl's,1189833,10-03-2020,West,California,Los Angeles,Men's Apparel,49,119,583,385,Online
Sports Direct,1197831,06-08-2020,South,Texas,Dallas,Women's Street Footwear,34,119,405,174,Online
Foot Locker,1185732,09-05-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42,119,500,335,Online
West Gear,1128299,27-09-2021,West,Nevada,Las Vegas,Women's Street Footwear,41,119,488,259,Online
West Gear,1128299,22-08-2021,West,Nevada,Las Vegas,Women's Street Footwear,59,119,702,330,Online
Kohl's,1189833,23-12-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,381,221,Online
Kohl's,1189833,12-07-2021,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,488,288,Online
Kohl's,1189833,10-08-2020,Midwest,Montana,Billings,Women's Apparel,43,119,512,189,Online
Kohl's,1189833,25-07-2020,Midwest,Montana,Billings,Women's Athletic Footwear,39,119,464,255,Online
Foot Locker,1185732,18-08-2020,South,Tennessee,Knoxville,Men's Street Footwear,32,119,381,190,Online
Foot Locker,1185732,24-02-2020,Midwest,Nebraska,Omaha,Men's Street Footwear,32,119,381,206,Online
Sports Direct,1197831,08-03-2020,South,Alabama,Birmingham,Women's Street Footwear,14,119,167,98,Online
Sports Direct,1197831,11-12-2020,South,Alabama,Birmingham,Women's Athletic Footwear,46,119,547,389,Online
Walmart,1128299,03-07-2021,Southeast,Florida,Orlando,Women's Street Footwear,59,119,702,316,Online
Kohl's,1185732,26-02-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,393,185,Online
Kohl's,1185732,07-10-2020,West,Wyoming,Cheyenne,Women's Athletic Footwear,41,119,488,224,Online
Sports Direct,1185732,01-01-2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,405,182,Online
West Gear,1128299,24-07-2021,West,Oregon,Portland,Women's Athletic Footwear,68,119,809,372,Online
West Gear,1128299,30-01-2020,South,Louisiana,New Orleans,Men's Apparel,68,119,809,445,Online
Foot Locker,1197831,24-04-2021,South,Louisiana,New Orleans,Women's Street Footwear,28,119,333,133,Online
Foot Locker,1128299,28-05-2021,West,Idaho,Boise,Men's Street Footwear,29,119,345,166,Online
Foot Locker,1128299,29-01-2020,West,Arizona,Phoenix,Women's Apparel,56,119,666,247,Online
Sports Direct,1128299,17-09-2020,West,New Mexico,Albuquerque,Men's Apparel,64,119,762,343,Online
Sports Direct,1128299,01-12-2021,Southeast,Georgia,Atlanta,Women's Apparel,68,119,809,283,Online
Amazon,1185732,16-02-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,41,119,488,268,Online
Foot Locker,1185732,20-06-2021,South,Mississippi,Jackson,Women's Street Footwear,33,119,393,212,Online
Walmart,1197831,13-08-2020,South,Arkansas,Little Rock,Men's Apparel,55,119,655,321,Online
Walmart,1197831,02-11-2020,South,Arkansas,Little Rock,Women's Apparel,29,119,345,186,Online
Kohl's,1197831,19-08-2020,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,58,119,690,311,Online
Kohl's,1197831,04-06-2020,Midwest,Kansas,Wichita,Men's Athletic Footwear,49,119,583,292,Online
West Gear,1185732,03-10-2020,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37,119,440,220,Online
Foot Locker,1185732,03-12-2020,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47,119,559,252,Online
Kohl's,1185732,22-02-2020,Northeast,New Jersey,Newark,Men's Street Footwear,53,119,631,290,Online
Foot Locker,1185732,01-06-2020,Northeast,Connecticut,Hartford,Men's Street Footwear,34,119,405,198,Online
Foot Locker,1185732,29-04-2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,119,762,404,Online
West Gear,1128299,14-12-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,43,119,512,169,Outlet
West Gear,1128299,06-04-2020,West,Nevada,Las Vegas,Men's Apparel,46,119,547,296,Outlet
Foot Locker,1128299,13-09-2020,Southeast,Virginia,Richmond,Men's Street Footwear,28,119,333,133,Outlet
Foot Locker,1128299,16-10-2021,Southeast,Virginia,Richmond,Women's Street Footwear,39,119,464,195,Outlet
West Gear,1128299,19-01-2021,West,Oregon,Portland,Women's Street Footwear,39,119,464,181,Outlet
West Gear,1128299,16-02-2020,West,Oregon,Portland,Men's Street Footwear,29,119,345,135,Outlet
Foot Locker,1128299,03-06-2020,West,Arizona,Phoenix,Women's Street Footwear,37,119,440,181,Outlet
Sports Direct,1128299,04-09-2021,Southeast,Georgia,Atlanta,Men's Apparel,47,119,559,213,Outlet
Sports Direct,1185732,14-03-2021,South,Mississippi,Jackson,Women's Street Footwear,22,119,262,110,Outlet
Walmart,1197831,17-03-2020,South,Arkansas,Little Rock,Women's Street Footwear,27,119,321,141,Outlet
West Gear,1197831,03-03-2021,South,Oklahoma,Oklahoma City,Women's Apparel,23,119,274,129,Outlet
Kohl's,1197831,04-01-2020,South,Oklahoma,Oklahoma City,Women's Apparel,17,119,202,75,Outlet
Foot Locker,1185732,31-07-2021,Northeast,Rhode Island,Providence,Women's Apparel,43,119,512,230,Outlet
Amazon,1185732,13-08-2020,Northeast,New Hampshire,Manchester,Men's Apparel,47,119,559,207,Outlet
Foot Locker,1185732,01-09-2020,Midwest,Nebraska,Omaha,Men's Street Footwear,44,118,519,280,Online
West Gear,1185732,26-07-2020,Northeast,Maryland,Baltimore,Men's Street Footwear,49,118,578,301,Online
West Gear,1128299,12-11-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,117,515,190,Online
West Gear,1128299,02-08-2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,117,480,259,Online
West Gear,1128299,16-11-2021,West,Nevada,Las Vegas,Women's Athletic Footwear,55,117,644,315,Online
West Gear,1128299,15-08-2021,West,Nevada,Las Vegas,Women's Street Footwear,57,117,667,333,Online
West Gear,1128299,22-04-2020,West,Colorado,Denver,Men's Street Footwear,36,117,421,173,Online
West Gear,1128299,19-09-2021,West,Washington,Seattle,Women's Athletic Footwear,69,117,807,347,Online
Kohl's,1189833,14-11-2021,Midwest,Montana,Billings,Women's Street Footwear,42,117,491,275,Online
Foot Locker,1185732,26-12-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,49,117,573,287,Online
Sports Direct,1197831,10-02-2021,South,Alabama,Birmingham,Women's Street Footwear,27,117,316,183,Online
Amazon,1185732,14-07-2021,South,Alabama,Birmingham,Men's Street Footwear,38,117,445,222,Online
Sports Direct,1185732,21-05-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,33,117,386,201,Online
West Gear,1128299,20-12-2020,West,Utah,Salt Lake City,Men's Street Footwear,29,117,339,153,Online
West Gear,1128299,17-03-2021,South,Louisiana,New Orleans,Men's Apparel,92,117,1076,614,Online
West Gear,1197831,04-03-2021,West,Idaho,Boise,Men's Apparel,52,117,608,262,Online
Kohl's,1128299,21-03-2021,West,New Mexico,Albuquerque,Women's Street Footwear,54,117,632,303,Online
Sports Direct,1128299,17-02-2021,West,New Mexico,Albuquerque,Women's Apparel,36,117,421,164,Online
Foot Locker,1185732,10-06-2021,South,Mississippi,Jackson,Women's Athletic Footwear,43,117,503,252,Online
Sports Direct,1185732,12-03-2021,South,Mississippi,Jackson,Men's Athletic Footwear,18,117,211,95,Online
Sports Direct,1185732,15-05-2021,South,Mississippi,Jackson,Women's Athletic Footwear,54,117,632,335,Online
Sports Direct,1197831,08-05-2020,South,Mississippi,Jackson,Women's Street Footwear,14,117,164,84,Online
West Gear,1197831,22-11-2021,South,Arkansas,Little Rock,Women's Apparel,73,117,854,453,Online
West Gear,1197831,05-06-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,45,117,527,263,Online
Kohl's,1197831,04-06-2021,Midwest,Kansas,Wichita,Women's Apparel,58,117,679,333,Online
Foot Locker,1185732,20-01-2020,Northeast,West Virginia,Charleston,Men's Street Footwear,44,117,515,268,Online
Sports Direct,1185732,19-07-2020,Northeast,Massachusetts,Boston,Men's Street Footwear,38,117,445,200,Online
Amazon,1185732,31-01-2020,Northeast,Vermont,Burlington,Women's Apparel,62,117,725,377,Online
Foot Locker,1185732,27-05-2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,68,117,796,422,Online
Foot Locker,1185732,30-03-2020,Northeast,New Hampshire,Manchester,Women's Apparel,74,117,866,424,Online
Sports Direct,1197831,06-07-2020,South,Texas,Dallas,Women's Athletic Footwear,32,116,371,212,Online
West Gear,1128299,09-09-2021,West,Nevada,Las Vegas,Women's Apparel,41,116,476,162,Online
West Gear,1128299,12-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,63,116,731,417,Online
West Gear,1128299,13-12-2021,West,Colorado,Denver,Women's Apparel,37,116,429,116,Online
West Gear,1128299,15-07-2020,West,Colorado,Denver,Women's Street Footwear,51,116,592,290,Online
West Gear,1128299,21-02-2020,West,Colorado,Denver,Women's Athletic Footwear,60,116,696,334,Online
Foot Locker,1185732,15-11-2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39,116,452,226,Online
Foot Locker,1185732,10-08-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48,116,557,262,Online
Kohl's,1189833,14-01-2020,Midwest,Montana,Billings,Women's Athletic Footwear,41,116,476,262,Online
Kohl's,1189833,01-06-2020,Midwest,Montana,Billings,Women's Street Footwear,41,116,476,271,Online
Foot Locker,1128299,02-09-2021,West,Wyoming,Cheyenne,Women's Apparel,38,116,441,198,Online
Sports Direct,1185732,04-06-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,29,116,336,168,Online
Sports Direct,1185732,01-06-2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,38,116,441,220,Online
West Gear,1128299,26-10-2021,West,Oregon,Portland,Men's Athletic Footwear,41,116,476,243,Online
West Gear,1128299,05-04-2020,South,Louisiana,New Orleans,Women's Street Footwear,56,116,650,357,Online
West Gear,1197831,12-10-2020,West,Idaho,Boise,Women's Apparel,33,116,383,249,Online
Sports Direct,1197831,28-03-2020,West,Idaho,Boise,Women's Athletic Footwear,55,116,638,402,Online
Foot Locker,1128299,27-08-2021,West,Arizona,Phoenix,Men's Apparel,59,116,684,281,Online
Kohl's,1128299,03-07-2021,West,New Mexico,Albuquerque,Women's Street Footwear,55,116,638,319,Online
Sports Direct,1128299,24-05-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,116,592,308,Online
Foot Locker,1128299,13-09-2020,Southeast,Georgia,Atlanta,Men's Apparel,64,116,742,371,Online
Amazon,1185732,06-10-2021,Midwest,Ohio,Columbus,Men's Apparel,37,116,429,197,Online
Amazon,1185732,05-09-2020,Midwest,Ohio,Columbus,Women's Street Footwear,32,116,371,186,Online
Foot Locker,1185732,14-09-2020,South,Mississippi,Jackson,Men's Apparel,41,116,476,224,Online
Walmart,1197831,03-05-2021,South,Arkansas,Little Rock,Women's Apparel,28,116,325,166,Online
Walmart,1197831,17-11-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,41,116,476,257,Online
Sports Direct,1185732,03-11-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,49,116,568,267,Online
West Gear,1185732,13-05-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,41,116,476,252,Online
West Gear,1185732,13-08-2020,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50,116,580,307,Online
Foot Locker,1185732,22-06-2021,Northeast,Rhode Island,Providence,Women's Apparel,50,116,580,290,Online
Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,116,615,363,Online
Foot Locker,1185732,22-09-2020,Northeast,New Hampshire,Manchester,Women's Apparel,78,116,905,425,Online
Foot Locker,1185732,06-05-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,116,580,209,Outlet
West Gear,1128299,15-03-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,46,116,534,155,Outlet
Sports Direct,1197831,30-12-2020,South,Alabama,Birmingham,Women's Athletic Footwear,23,116,267,163,Outlet
Sports Direct,1197831,06-09-2020,South,Alabama,Birmingham,Women's Athletic Footwear,15,116,174,104,Outlet
Sports Direct,1197831,04-12-2020,South,Alabama,Birmingham,Men's Apparel,35,116,406,195,Outlet
Walmart,1128299,20-09-2021,Southeast,Florida,Orlando,Men's Apparel,47,116,545,120,Outlet
Foot Locker,1197831,24-06-2020,West,Idaho,Boise,Women's Athletic Footwear,27,116,313,132,Outlet
West Gear,1197831,12-12-2021,West,Idaho,Boise,Women's Athletic Footwear,20,116,232,114,Outlet
Sports Direct,1197831,06-05-2020,West,Idaho,Boise,Women's Athletic Footwear,35,116,406,215,Outlet
Foot Locker,1128299,15-10-2021,West,Arizona,Phoenix,Women's Apparel,31,116,360,97,Outlet
Foot Locker,1128299,08-04-2021,West,Arizona,Phoenix,Men's Athletic Footwear,38,116,441,194,Outlet
Foot Locker,1128299,02-08-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,116,418,175,Outlet
Foot Locker,1128299,06-06-2020,West,Arizona,Phoenix,Women's Athletic Footwear,33,116,383,161,Outlet
Kohl's,1128299,12-10-2021,West,New Mexico,Albuquerque,Women's Apparel,56,116,650,182,Outlet
Foot Locker,1185732,10-12-2020,South,Mississippi,Jackson,Men's Athletic Footwear,20,116,232,93,Outlet
Foot Locker,1185732,28-10-2021,South,Mississippi,Jackson,Women's Athletic Footwear,24,116,278,128,Outlet
Walmart,1197831,22-05-2020,South,Arkansas,Little Rock,Men's Athletic Footwear,28,116,325,136,Outlet
Walmart,1197831,06-05-2021,South,Arkansas,Little Rock,Men's Apparel,37,116,429,167,Outlet
West Gear,1197831,05-07-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,11,116,128,54,Outlet
West Gear,1197831,26-05-2020,South,Oklahoma,Oklahoma City,Women's Apparel,33,116,383,172,Outlet
West Gear,1197831,21-05-2020,South,Oklahoma,Oklahoma City,Men's Apparel,43,116,499,205,Outlet
Kohl's,1197831,17-06-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,116,139,56,Outlet
Foot Locker,1185732,04-11-2020,Northeast,Connecticut,Hartford,Women's Apparel,52,116,603,235,Outlet
Foot Locker,1185732,18-09-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,43,116,499,165,Outlet
Amazon,1185732,23-01-2021,Northeast,Vermont,Burlington,Women's Street Footwear,34,116,394,154,Outlet
Amazon,1185732,12-10-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,43,116,499,209,Outlet
Foot Locker,1185732,23-01-2020,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49,116,568,199,Outlet
Foot Locker,1185732,01-11-2020,Midwest,Illinois,Chicago,Men's Street Footwear,56,115,644,354,Online
West Gear,1128299,11-04-2021,West,Nevada,Las Vegas,Women's Street Footwear,39,115,449,206,Online
West Gear,1128299,21-06-2021,West,Colorado,Denver,Men's Apparel,68,115,782,524,Online
West Gear,1128299,03-03-2020,West,Washington,Seattle,Men's Athletic Footwear,58,115,667,240,Online
West Gear,1128299,04-10-2021,West,Washington,Seattle,Women's Street Footwear,60,115,690,276,Online
West Gear,1128299,21-10-2021,West,Washington,Seattle,Men's Apparel,85,115,978,391,Online
Kohl's,1189833,03-06-2021,Midwest,Montana,Billings,Men's Athletic Footwear,41,115,472,193,Online
Sports Direct,1128299,21-01-2021,West,Hawaii,Honolulu,Men's Street Footwear,38,115,437,188,Online
Sports Direct,1128299,09-05-2020,Southeast,Florida,Orlando,Women's Street Footwear,59,115,679,292,Online
West Gear,1185732,02-05-2020,Midwest,Missouri,St. Louis,Women's Street Footwear,14,115,161,72,Online
West Gear,1185732,05-03-2021,West,Utah,Salt Lake City,Women's Street Footwear,19,115,219,107,Online
West Gear,1185732,07-01-2020,West,Utah,Salt Lake City,Women's Athletic Footwear,23,115,265,132,Online
Kohl's,1128299,30-01-2020,West,Arizona,Phoenix,Women's Athletic Footwear,44,115,506,228,Online
Kohl's,1128299,14-01-2021,West,New Mexico,Albuquerque,Women's Apparel,69,115,794,309,Online
Kohl's,1128299,04-08-2020,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,115,633,297,Online
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,54,115,621,292,Online
Amazon,1185732,03-07-2020,Southeast,Kentucky,Louisville,Women's Apparel,50,115,575,311,Online
Foot Locker,1185732,06-04-2020,Southeast,Kentucky,Louisville,Men's Apparel,38,115,437,210,Online
Walmart,1197831,14-11-2020,South,Arkansas,Little Rock,Women's Apparel,19,115,219,118,Online
West Gear,1185732,28-01-2020,Northeast,West Virginia,Charleston,Women's Apparel,59,115,679,353,Online
West Gear,1185732,24-06-2020,Northeast,West Virginia,Charleston,Women's Apparel,54,115,621,335,Online
West Gear,1185732,08-04-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,41,115,472,255,Online
Foot Locker,1185732,13-11-2020,Northeast,Connecticut,Hartford,Men's Street Footwear,34,115,391,180,Online
Amazon,1185732,06-09-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,51,115,587,328,Online
Amazon,1185732,19-04-2021,Northeast,New Hampshire,Manchester,Women's Apparel,65,115,748,344,Online
Foot Locker,1185732,05-06-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,59,115,679,373,Online
Sports Direct,1197831,15-07-2021,South,Alabama,Birmingham,Men's Apparel,31,114,353,145,Outlet
Sports Direct,1128299,17-03-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,42,114,479,168,Outlet
Foot Locker,1128299,02-11-2020,Southeast,Virginia,Richmond,Women's Street Footwear,41,114,467,173,Outlet
West Gear,1185732,03-07-2021,West,Utah,Salt Lake City,Men's Apparel,16,114,182,75,Outlet
West Gear,1128299,19-02-2021,West,Oregon,Portland,Women's Street Footwear,47,114,536,220,Outlet
West Gear,1128299,10-07-2020,West,Oregon,Portland,Women's Athletic Footwear,34,114,388,151,Outlet
Kohl's,1128299,06-10-2021,West,New Mexico,Albuquerque,Men's Apparel,41,114,467,154,Outlet
Sports Direct,1128299,13-02-2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,114,388,167,Outlet
Sports Direct,1128299,06-03-2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32,114,365,161,Outlet
Kohl's,1197831,09-11-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,114,513,231,Outlet
